Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Level,EnvironmentSatisfaction_Level,JobInvolvement_Level,JobSatisfaction_Level,PerformanceRating_Level,RelationshipSatisfaction_Level,WorkLifeBalance_Level,EmployeeID,RecordCreationDate,LastUpdatedDate,TenurePerCompany,IncomePerYearOfService
26,No,2,474,1,3,3,1,1,1581,1,0,89,3,1,6,4,1,2061,11133,1,0,0,21,4,1,80,0,1,5,3,1,0,0,0,Bachelor,Low,High,Very High,Outstanding,Low,Better,7598533f-ecba-4786-b0d2-db0383ab8ac3,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1030.5
38,No,2,1245,2,14,3,1,1,1582,3,1,80,3,2,7,2,1,9924,12355,0,0,0,11,3,4,80,1,10,3,3,9,8,7,7,Bachelor,High,High,Medium,Excellent,Very High,Better,8456dd22-115c-47c0-872b-6b5f7e139d94,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,992.4
38,No,2,437,2,16,3,1,1,1583,2,0,90,3,2,7,2,2,4198,16379,2,0,0,12,3,2,80,0,8,5,4,3,2,1,2,Bachelor,Medium,High,Medium,Excellent,Medium,Best,6eeda1a5-8441-46c2-9e42-19ea7cd6b3e5,2025-04-23 17:27:03,2025-04-23 17:27:03,2.6666666666666665,1049.5
36,No,2,884,2,1,4,1,1,1585,2,0,73,3,2,7,3,2,6815,21447,6,0,0,13,3,1,80,0,15,5,3,1,0,0,0,Master,Medium,High,High,Excellent,Low,Better,3b2b6d80-49be-4c2b-9827-f9b040f57a31,2025-04-23 17:27:03,2025-04-23 17:27:03,2.142857142857143,3407.5
29,No,2,1370,1,3,1,3,1,1586,2,1,87,3,1,2,1,2,4723,16213,1,0,1,18,3,4,80,0,10,3,3,10,9,1,5,Below College,Medium,High,Low,Excellent,Very High,Better,dc811138-e254-4070-bc1d-90e6b65f901a,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,429.3636363636364
35,No,2,670,1,10,4,3,1,1587,1,0,51,3,2,0,3,2,6142,4223,3,0,1,16,3,3,80,0,10,4,3,5,2,0,4,Master,Low,High,High,Excellent,High,Better,291418fd-131a-472d-9781-f063f88606bd,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,1023.6666666666666
39,No,2,1462,2,6,3,3,1,1588,4,1,38,4,3,7,3,1,8237,4658,2,0,0,11,3,1,80,1,11,3,3,7,6,7,6,Bachelor,Very High,Very High,High,Excellent,Low,Better,d9cadf32-78dc-4cb0-8cb6-609f54d7da9d,2025-04-23 17:27:03,2025-04-23 17:27:03,3.6666666666666665,1029.625
29,No,1,995,1,2,1,1,1,1590,1,1,87,3,2,0,4,0,8853,24483,1,0,0,19,3,4,80,1,6,0,4,6,4,1,3,Below College,Low,High,Very High,Excellent,Very High,Best,ea404e9d-fb30-44da-81ac-33ee0206c998,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,1264.7142857142858
50,No,2,264,2,9,3,2,1,1591,3,1,59,3,5,3,3,1,19331,19519,4,0,1,16,3,3,80,1,27,2,3,1,0,0,0,Bachelor,High,High,High,Excellent,High,Better,304bbc53-dba3-4b98-9dd5-e95b790d0ca1,2025-04-23 17:27:03,2025-04-23 17:27:03,5.4,9665.5
23,No,2,977,1,10,3,5,1,1592,4,1,45,4,1,6,3,1,2073,12826,2,0,0,16,3,4,80,1,4,2,3,2,2,2,2,Bachelor,Very High,Very High,High,Excellent,Very High,Better,6e7ad04c-d70c-4a4f-a029-8ac6601b292e,2025-04-23 17:27:03,2025-04-23 17:27:03,1.3333333333333333,691.0
36,No,1,1302,1,6,4,1,1,1594,1,1,80,4,2,2,1,1,5562,19711,3,0,1,13,3,4,80,1,9,3,3,3,2,0,2,Master,Low,Very High,Low,Excellent,Very High,Better,53a0067d-7d5d-4492-aaa4-8f807fc96239,2025-04-23 17:27:03,2025-04-23 17:27:03,2.25,1390.5
42,No,2,1059,1,9,2,4,1,1595,4,1,93,2,5,3,4,2,19613,26362,8,0,0,22,4,4,80,0,24,2,3,1,0,0,1,College,Very High,Medium,Very High,Outstanding,Very High,Better,8fcb9531-e7be-4d8e-adab-b83aaebdd944,2025-04-23 17:27:03,2025-04-23 17:27:03,2.6666666666666665,9806.5
35,No,2,750,1,28,3,1,1,1596,2,1,46,4,2,2,3,1,3407,25348,1,0,0,17,3,4,80,2,10,3,2,10,9,6,8,Bachelor,Medium,Very High,High,Excellent,Very High,Good,1a115208-945a-43da-9da6-45aa6c5822ff,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,309.72727272727275
34,No,1,653,1,10,4,5,1,1597,4,1,92,2,2,0,3,1,5063,15332,1,0,0,14,3,2,80,1,8,3,2,8,2,7,7,Master,Very High,Medium,High,Excellent,Medium,Good,701d9b64-4055-4766-9587-c7156660d312,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,562.5555555555555
40,No,2,118,2,14,2,1,1,1598,4,0,84,3,2,7,1,1,4639,11262,1,0,0,15,3,3,80,1,5,2,3,5,4,1,2,College,Very High,High,Low,Excellent,High,Better,2a1085ef-38b7-4489-b422-37b0168637d6,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,773.1666666666666
43,No,2,990,1,27,3,5,1,1599,4,1,87,4,1,2,2,0,4876,5855,5,0,0,12,3,3,80,1,8,0,3,6,4,0,2,Bachelor,Very High,Very High,Medium,Excellent,High,Better,ac52b6e9-98d9-4f4f-ace3-6f633deb059d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.3333333333333333,696.5714285714286
35,No,2,1349,1,7,2,1,1,1601,3,1,63,2,1,2,4,1,2690,7713,1,0,0,18,3,4,80,1,1,5,2,1,0,0,1,College,High,Medium,Very High,Excellent,Very High,Good,ca6afb71-0c13-4d11-9b53-f7eb89ab220a,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1345.0
46,No,2,563,2,1,4,1,1,1602,4,1,56,4,4,3,1,2,17567,3156,1,0,0,15,3,2,80,0,27,5,1,26,0,0,12,Master,Very High,Very High,Low,Excellent,Medium,Bad,5f6ea3a3-0c31-497d-8bf4-e99675ee53aa,2025-04-23 17:27:03,2025-04-23 17:27:03,13.5,650.6296296296297
28,Yes,2,329,1,24,3,3,1,1604,3,1,51,3,1,2,2,1,2408,7324,1,0,1,17,3,3,80,3,1,3,3,1,1,0,0,Bachelor,High,High,Medium,Excellent,High,Better,33beb8df-6860-4da7-9ca5-3588e6844194,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1204.0
22,No,0,457,1,26,2,4,1,1605,2,0,85,2,1,6,3,1,2814,10293,1,0,1,14,3,2,80,0,4,2,2,4,2,1,3,College,Medium,Medium,High,Excellent,Medium,Good,990f9251-ef31-46bb-b2f9-63086e56036f,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,562.8
50,No,1,1234,1,20,5,3,1,1606,2,1,41,3,4,0,3,1,11245,20689,2,0,1,15,3,3,80,1,32,3,3,30,8,12,13,Doctor,Medium,High,High,Excellent,High,Better,e2bda6ee-fafc-4425-8a0e-fb4fac6dec0b,2025-04-23 17:27:03,2025-04-23 17:27:03,10.666666666666666,362.741935483871
32,No,2,634,1,5,4,4,1,1607,2,0,35,4,1,6,4,1,3312,18783,3,0,0,17,3,4,80,2,6,3,3,3,2,0,2,Master,Medium,Very High,Very High,Excellent,Very High,Better,e3fc9261-c7f2-4ef8-99f7-9760b74612fc,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,828.0
44,No,2,1313,1,7,3,3,1,1608,2,0,31,3,5,5,4,0,19049,3549,0,0,1,14,3,4,80,1,23,4,2,22,7,1,10,Bachelor,Medium,High,Very High,Excellent,Very High,Good,5a302831-639f-456c-a539-123ae87f5f63,2025-04-23 17:27:03,2025-04-23 17:27:03,23.0,828.2173913043479
30,No,2,241,1,7,3,3,1,1609,2,1,48,2,1,6,2,1,2141,5348,1,0,0,12,3,2,80,1,6,3,2,6,4,1,1,Bachelor,Medium,Medium,Medium,Excellent,Medium,Good,63125a73-6b14-4f4e-8718-9c5d0d218a12,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,305.85714285714283
45,No,2,1015,1,5,5,3,1,1611,3,0,50,1,2,2,1,2,5769,23447,1,0,1,14,3,1,80,0,10,3,3,10,7,1,4,Doctor,High,Low,Low,Excellent,Low,Better,ffeb5926-e1d6-470a-8e3c-788a25f98280,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,524.4545454545455
45,No,0,336,2,26,3,2,1,1612,1,1,52,2,2,7,1,1,4385,24162,1,0,0,15,3,1,80,1,10,2,3,10,7,4,5,Bachelor,Low,Medium,Low,Excellent,Low,Better,c6f4c186-212e-462a-994d-3a74414e0afe,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,398.6363636363636
31,No,1,715,2,2,4,4,1,1613,4,1,54,3,2,7,1,2,5332,21602,7,0,0,13,3,4,80,0,10,3,3,5,2,0,3,Master,Very High,High,Low,Excellent,Very High,Better,51f5ca72-925d-4b06-8fe9-51e6ed1a3304,2025-04-23 17:27:03,2025-04-23 17:27:03,1.25,888.6666666666666
36,No,2,559,1,12,4,1,1,1614,3,0,76,3,2,4,3,1,4663,12421,9,0,1,12,3,2,80,2,7,2,3,3,2,1,1,Master,High,High,High,Excellent,Medium,Better,74c18aef-1e0d-4c70-99f2-9f9306522bac,2025-04-23 17:27:03,2025-04-23 17:27:03,0.7,1165.75
34,No,1,426,1,10,4,1,1,1615,3,1,42,4,2,4,4,0,4724,17000,1,0,0,13,3,1,80,1,9,3,3,9,7,7,2,Master,High,Very High,Very High,Excellent,Low,Better,9e0e752c-4421-4b14-ae58-c91709619067,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,472.4
49,No,2,722,1,25,4,1,1,1617,3,0,84,3,1,2,1,1,3211,22102,1,0,0,14,3,4,80,1,10,3,2,9,6,1,4,Master,High,High,Low,Excellent,Very High,Good,2971ffb0-5812-41d3-8d2d-b08483c0943d,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,321.1
39,No,2,1387,1,10,5,3,1,1618,2,1,76,3,2,4,1,1,5377,3835,2,0,0,13,3,4,80,3,10,3,3,7,7,7,7,Doctor,Medium,High,Low,Excellent,Very High,Better,68d5cc68-8dbf-42dd-9d5a-6ebde50c8d97,2025-04-23 17:27:03,2025-04-23 17:27:03,3.3333333333333335,672.125
27,No,2,1302,1,19,3,4,1,1619,4,1,67,2,1,2,1,0,4066,16290,1,0,0,11,3,1,80,2,7,3,3,7,7,0,7,Bachelor,Very High,Medium,Low,Excellent,Low,Better,dc8691d0-6ade-4398-871a-591a89fb76fa,2025-04-23 17:27:03,2025-04-23 17:27:03,3.5,508.25
35,No,2,819,1,18,5,1,1,1621,2,1,48,4,2,6,1,1,5208,26312,1,0,0,11,3,4,80,0,16,2,3,16,15,1,10,Doctor,Medium,Very High,Low,Excellent,Very High,Better,bdbc3611-93a4-4a32-bf10-37d8916b9788,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,306.3529411764706
28,No,2,580,1,27,3,3,1,1622,2,0,39,1,2,4,1,0,4877,20460,0,0,0,21,4,2,80,1,6,5,2,5,3,0,0,Bachelor,Medium,Low,Low,Outstanding,Medium,Good,72b0155a-61a2-43e1-b291-ecc36025e7ed,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,812.8333333333334
21,No,2,546,1,5,1,3,1,1623,3,1,97,3,1,6,4,2,3117,26009,1,0,0,18,3,3,80,0,3,2,3,2,2,2,2,Below College,High,High,Very High,Excellent,High,Better,563249cd-5f45-4038-b0d2-993209589117,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,1039.0
18,Yes,1,544,2,3,2,3,1,1624,2,0,70,3,1,8,4,2,1569,18420,1,0,1,12,3,3,80,0,0,2,4,0,0,0,0,College,Medium,High,Very High,Excellent,High,Best,4bc326fe-61e4-4392-ab14-0d4b01a7dbd0,2025-04-23 17:27:03,2025-04-23 17:27:03,0.0,1569.0
47,No,2,1176,0,26,4,1,1,1625,4,0,98,3,5,3,3,1,19658,5220,3,0,0,11,3,3,80,1,27,2,3,5,2,1,0,Master,Very High,High,High,Excellent,High,Better,1b9eadf5-c169-42e7-83f1-3f0ba645ea81,2025-04-23 17:27:03,2025-04-23 17:27:03,6.75,3276.3333333333335
39,No,2,170,1,3,2,3,1,1627,3,1,76,2,2,2,3,0,3069,10302,0,0,0,15,3,4,80,1,11,3,3,10,8,0,7,College,High,Medium,High,Excellent,Very High,Better,ebb709eb-c333-496f-9097-14d298b22f3c,2025-04-23 17:27:03,2025-04-23 17:27:03,11.0,279.0
40,No,2,884,1,15,3,1,1,1628,1,0,80,2,3,4,3,1,10435,25800,1,0,0,13,3,4,80,2,18,2,3,18,15,14,12,Bachelor,Low,Medium,High,Excellent,Very High,Better,74970453-f53f-4319-98a2-72411f8687e4,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,549.2105263157895
35,No,0,208,1,8,4,1,1,1630,3,0,52,3,2,0,3,1,4148,12250,1,0,0,12,3,4,80,1,15,5,3,14,11,2,9,Master,High,High,High,Excellent,Very High,Better,15d1be21-ab41-486e-a3db-b7f7b85822f4,2025-04-23 17:27:03,2025-04-23 17:27:03,7.5,276.53333333333336
37,No,2,671,1,19,3,1,1,1631,3,1,85,3,2,4,3,1,5768,26493,3,0,0,17,3,1,80,3,9,2,2,4,3,0,2,Bachelor,High,High,High,Excellent,Low,Good,d72183c5-8c28-49b0-af7b-2687f169b2a4,2025-04-23 17:27:03,2025-04-23 17:27:03,2.25,1153.6
39,No,1,711,1,4,3,3,1,1633,1,0,81,3,2,4,3,2,5042,3140,0,0,0,13,3,4,80,0,10,2,1,9,2,3,8,Bachelor,Low,High,High,Excellent,Very High,Bad,b9842e9f-11a8-4bb8-8606-5317b9029730,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,504.2
45,No,2,1329,1,2,2,4,1,1635,4,0,59,2,2,4,4,0,5770,5388,1,0,0,19,3,1,80,2,10,3,3,10,7,3,9,College,Very High,Medium,Very High,Excellent,Low,Better,76a60972-86ea-420f-a62a-b6f8343c5263,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,524.5454545454545
38,No,2,397,1,2,2,3,1,1638,4,0,54,2,3,4,3,1,7756,14199,3,0,1,19,3,4,80,1,10,6,4,5,4,0,2,College,Very High,Medium,High,Excellent,Very High,Best,ef012508-14f1-4aa9-8204-e3cf8f24b69f,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,1292.6666666666667
35,Yes,2,737,2,10,3,3,1,1639,4,1,55,2,3,7,1,1,10306,21530,9,0,0,17,3,3,80,0,15,3,3,13,12,6,0,Bachelor,Very High,Medium,Low,Excellent,High,Better,8606163c-d341-4680-b1e9-12d5ef741d2c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,736.1428571428571
37,No,2,1470,1,10,3,3,1,1640,2,0,71,3,1,6,2,1,3936,9953,1,0,0,11,3,1,80,1,8,2,1,8,4,7,7,Bachelor,Medium,High,Medium,Excellent,Low,Bad,26d8fbbb-9a65-4de0-acaa-36ad7ec4562e,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,437.3333333333333
40,No,2,448,1,16,3,1,1,1641,3,0,84,3,3,4,4,2,7945,19948,6,0,1,15,3,4,80,0,18,2,2,4,2,3,3,Bachelor,High,High,Very High,Excellent,Very High,Good,fc9b83b1-18d3-425a-afcc-2d65d6960093,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5714285714285716,1589.0
44,No,1,602,0,1,5,0,1,1642,1,1,37,3,2,1,4,1,5743,10503,4,0,1,11,3,3,80,0,14,3,3,10,7,0,2,Doctor,Low,High,Very High,Excellent,High,Better,812acbac-4f62-4268-a5b5-28e1b85feadb,2025-04-23 17:27:03,2025-04-23 17:27:03,2.8,522.0909090909091
48,No,1,365,1,4,5,3,1,1644,3,1,89,2,4,3,4,1,15202,5602,2,0,0,25,4,2,80,1,23,3,3,2,2,2,2,Doctor,High,Medium,Very High,Outstanding,Medium,Better,2f7210d7-6ab2-4bf7-b581-f5231922bfa2,2025-04-23 17:27:03,2025-04-23 17:27:03,7.666666666666667,5067.333333333333
35,Yes,2,763,2,15,2,3,1,1645,1,1,59,1,2,7,4,0,5440,22098,6,0,1,14,3,4,80,2,7,2,2,2,2,2,2,College,Low,Low,Very High,Excellent,Very High,Good,cab37641-addd-454a-9e27-560a5c309b35,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,1813.3333333333333
24,No,1,567,1,2,1,5,1,1646,1,0,32,3,1,6,4,2,3760,17218,1,0,1,13,3,3,80,0,6,2,3,6,3,1,3,Below College,Low,High,Very High,Excellent,High,Better,306d048d-8270-4046-b330-9b2a0ecd3d33,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,537.1428571428571
27,No,2,486,1,8,3,3,1,1647,2,0,86,4,1,6,3,1,3517,22490,7,0,0,17,3,1,80,0,5,0,3,3,2,0,2,Bachelor,Medium,Very High,High,Excellent,Low,Better,3d15ece3-e83c-436b-908d-7935ef41acd3,2025-04-23 17:27:03,2025-04-23 17:27:03,0.625,879.25
27,No,1,591,1,2,3,3,1,1648,4,1,87,3,1,6,4,2,2580,6297,2,0,0,13,3,3,80,0,6,0,2,4,2,1,2,Bachelor,Very High,High,Very High,Excellent,High,Good,334ec1c5-2034-4f71-a0d7-e16f66de44a3,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,516.0
40,Yes,2,1329,1,7,3,1,1,1649,1,1,73,3,1,2,1,2,2166,3339,3,0,1,14,3,2,80,0,10,3,1,4,2,0,3,Bachelor,Low,High,Low,Excellent,Medium,Bad,e14e6fa0-03e4-4720-bffc-274d8cb9e4db,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,433.2
29,No,2,469,2,10,3,3,1,1650,3,1,42,2,2,7,3,2,5869,23413,9,0,0,11,3,3,80,0,8,2,3,5,2,1,4,Bachelor,High,Medium,High,Excellent,High,Better,c41ac76f-451b-4bf2-aa6a-fdb9c20623c5,2025-04-23 17:27:03,2025-04-23 17:27:03,0.8,978.1666666666666
36,No,2,711,1,5,4,1,1,1651,2,0,42,3,3,0,1,1,8008,22792,4,0,0,12,3,3,80,2,9,6,3,3,2,0,2,Master,Medium,High,Low,Excellent,High,Better,ef723055-ec55-4963-ad65-cf8891170c0c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8,2002.0
25,No,1,772,1,2,1,1,1,1653,4,1,77,4,2,4,3,0,5206,4973,1,0,0,17,3,3,80,2,7,6,3,7,7,0,7,Below College,Very High,Very High,High,Excellent,High,Better,a237a3a2-02b7-43f2-8bc0-145202db463f,2025-04-23 17:27:03,2025-04-23 17:27:03,3.5,650.75
39,No,2,492,1,12,3,3,1,1654,4,1,66,3,2,4,2,1,5295,7693,4,0,0,21,4,3,80,0,7,3,3,5,4,1,0,Bachelor,Very High,High,Medium,Outstanding,High,Better,5abbd09c-cbd5-45de-aacf-d6a714a63330,2025-04-23 17:27:03,2025-04-23 17:27:03,1.4,882.5
49,No,2,301,1,22,4,4,1,1655,1,0,72,3,4,5,2,1,16413,3498,3,0,0,16,3,2,80,2,27,2,3,4,2,1,2,Master,Low,High,Medium,Excellent,Medium,Better,b60371aa-c987-4aa8-b53f-87f0150c793d,2025-04-23 17:27:03,2025-04-23 17:27:03,6.75,3282.6
50,No,2,813,1,17,5,1,1,1656,4,0,50,2,3,5,1,0,13269,21981,5,0,0,15,3,3,80,3,19,3,3,14,11,1,11,Doctor,Very High,Medium,Low,Excellent,High,Better,1b852cff-a647-4343-aa5c-2d9fa15f4890,2025-04-23 17:27:03,2025-04-23 17:27:03,3.1666666666666665,884.6
20,No,2,1141,2,2,3,3,1,1657,3,0,31,3,1,8,3,2,2783,13251,1,0,0,19,3,1,80,0,2,3,3,2,2,2,2,Bachelor,High,High,High,Excellent,Low,Better,849b99b9-275b-47f1-994b-056a03168df7,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,927.6666666666666
34,No,2,1130,1,3,3,1,1,1658,4,0,66,3,2,6,2,0,5433,19332,1,0,0,12,3,3,80,1,11,2,3,11,8,7,9,Bachelor,Very High,High,Medium,Excellent,High,Better,b1fd1751-4029-4a71-bb82-d7a9ae959b6d,2025-04-23 17:27:03,2025-04-23 17:27:03,5.5,452.75
36,No,2,311,1,7,3,1,1,1659,1,1,77,3,1,2,2,2,2013,10950,2,0,0,11,3,3,80,0,15,4,3,4,3,1,3,Bachelor,Low,High,Medium,Excellent,High,Better,915ecae2-28d5-4ab5-a7c0-13f94f4f0ddb,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,402.6
49,No,2,465,1,6,1,1,1,1661,3,0,41,2,4,0,3,1,13966,11652,2,0,1,19,3,2,80,1,30,3,3,15,11,2,12,Below College,High,Medium,High,Excellent,Medium,Better,cbc90a4a-fdd6-41f9-8ac3-ed323b5c1aa5,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,872.875
36,No,0,894,1,1,4,3,1,1662,4,0,33,2,2,4,3,1,4374,15411,0,0,0,15,3,3,80,0,4,6,3,3,2,1,2,Master,Very High,Medium,High,Excellent,High,Better,a6c8a587-a8d8-4f73-9ce9-b7afa9e490c5,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,1093.5
36,No,2,1040,1,3,2,1,1,1664,4,1,79,4,2,0,1,0,6842,26308,6,0,0,20,4,1,80,1,13,3,3,5,4,0,4,College,Very High,Very High,Low,Outstanding,Low,Better,afd3e132-ea5f-453f-bc11-8552bcfdaf4f,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8571428571428572,1140.3333333333333
54,No,2,584,1,22,5,3,1,1665,2,0,91,3,4,3,3,1,17426,18685,3,0,0,25,4,3,80,1,36,6,3,10,8,4,7,Doctor,Medium,High,High,Outstanding,High,Better,b4166bba-0c21-43ec-bd0d-bf96efb9d4a4,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,1584.1818181818182
43,No,2,1291,1,15,2,1,1,1666,3,1,65,2,4,5,3,1,17603,3525,1,0,0,24,4,1,80,1,14,3,3,14,10,6,11,College,High,Medium,High,Outstanding,Low,Better,b90edf40-1681-40ef-aac5-bfd359159689,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,1173.5333333333333
35,Yes,1,880,2,12,4,4,1,1667,4,1,36,3,2,7,4,2,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7,Master,Very High,High,Very High,Outstanding,Low,Best,5c09ca55-5f53-430b-8bfb-3bdf03f91576,2025-04-23 17:27:03,2025-04-23 17:27:03,3.25,381.75
38,No,1,1189,1,1,3,1,1,1668,4,1,90,3,2,6,4,1,4735,9867,7,0,0,15,3,4,80,2,19,4,4,13,11,2,9,Bachelor,Very High,High,Very High,Excellent,Very High,Best,03cfb79e-d4c3-4eed-98b2-7eab7ed8e26b,2025-04-23 17:27:03,2025-04-23 17:27:03,2.375,338.2142857142857
29,No,2,991,2,5,3,3,1,1669,1,1,43,2,2,7,2,0,4187,3356,1,0,1,13,3,2,80,1,10,3,2,10,0,0,9,Bachelor,Low,Medium,Medium,Excellent,Medium,Good,828db13a-99b2-4af4-a8a2-84695b506ed9,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,380.6363636363636
33,No,2,392,2,2,4,3,1,1670,4,1,93,3,2,7,4,0,5505,3921,1,0,0,14,3,3,80,2,6,5,3,6,2,0,4,Master,Very High,High,Very High,Excellent,High,Better,056900e3-d16c-447f-b9e6-8134e1b4bdcc,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,786.4285714285714
32,No,2,977,1,2,3,3,1,1671,4,1,45,3,2,6,2,0,5470,25518,0,0,0,13,3,3,80,2,10,4,2,9,5,1,6,Bachelor,Very High,High,Medium,Excellent,High,Good,f61e1eb1-4d5f-412f-b97e-619d20df9b10,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,547.0
31,No,2,1112,2,5,4,1,1,1673,1,0,67,3,2,7,4,1,5476,22589,1,0,0,11,3,1,80,2,10,2,3,10,0,0,2,Master,Low,High,Very High,Excellent,Low,Better,86b2ee16-8018-4cdb-9c86-f2fe70126692,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,497.8181818181818
49,No,2,464,1,16,3,3,1,1674,4,0,74,3,1,2,1,0,2587,24941,4,0,1,16,3,2,80,1,17,2,2,2,2,2,2,Bachelor,Very High,High,Low,Excellent,Medium,Good,e0203fca-8786-4cf5-8ed3-c7b3be40bcfe,2025-04-23 17:27:03,2025-04-23 17:27:03,3.4,862.3333333333334
38,No,1,148,1,2,3,3,1,1675,4,0,42,2,1,2,2,2,2440,23826,1,0,0,22,4,2,80,0,4,3,3,4,3,3,3,Bachelor,Very High,Medium,Medium,Outstanding,Medium,Better,495e68cc-a9f7-4756-833b-09eed3eae9dd,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,488.0
47,No,2,1225,2,2,4,1,1,1676,2,0,47,4,4,3,2,0,15972,21086,6,0,0,14,3,3,80,3,29,2,3,3,2,1,2,Master,Medium,Very High,Medium,Excellent,High,Better,5e42ed57-0ea6-4325-84f5-96201fedb170,2025-04-23 17:27:03,2025-04-23 17:27:03,4.142857142857143,3993.0
49,No,2,809,1,1,3,1,1,1677,3,1,36,3,4,3,3,2,15379,22384,4,0,0,14,3,1,80,0,23,2,3,8,7,0,0,Bachelor,High,High,High,Excellent,Low,Better,acd3b497-56a6-4a6b-b4c1-f27873ee6ecf,2025-04-23 17:27:03,2025-04-23 17:27:03,4.6,1708.7777777777778
41,No,2,1206,2,23,2,1,1,1678,4,1,80,3,3,7,3,2,7082,11591,3,0,1,16,3,4,80,0,21,2,3,2,0,0,2,College,Very High,High,High,Excellent,Very High,Better,dcd9ea78-e223-4e02-a7ae-9fe3e558b539,2025-04-23 17:27:03,2025-04-23 17:27:03,5.25,2360.6666666666665
20,No,2,727,2,9,1,1,1,1680,4,1,54,3,1,8,1,2,2728,21082,1,0,0,11,3,1,80,0,2,3,3,2,2,0,2,Below College,Very High,High,Low,Excellent,Low,Better,fa6dfc69-3749-49a6-a850-c450a22a92e0,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,909.3333333333334
33,No,0,530,2,16,3,1,1,1681,3,0,36,3,2,7,4,0,5368,16130,1,0,1,25,4,3,80,1,7,2,3,6,5,1,2,Bachelor,High,High,Very High,Outstanding,High,Better,86973a87-7335-4854-90bd-22c40a54fe28,2025-04-23 17:27:03,2025-04-23 17:27:03,3.5,766.8571428571429
36,No,2,1351,1,26,4,1,1,1682,1,1,80,3,2,0,3,1,5347,7419,6,0,0,14,3,2,80,2,10,2,2,3,2,0,2,Master,Low,High,High,Excellent,Medium,Good,c4f79ade-801b-403d-a67b-37a6dc167154,2025-04-23 17:27:03,2025-04-23 17:27:03,1.4285714285714286,1336.75
44,No,2,528,0,1,3,1,1,1683,3,0,44,3,1,1,4,0,3195,4167,4,0,1,18,3,1,80,3,8,2,3,2,2,2,2,Bachelor,High,High,Very High,Excellent,Low,Better,9ce4ccd3-58a4-4144-bdcd-1f7377a7e6b0,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6,1065.0
